CaseID;Prefix length;Groud truth;Predicted;Levenshtein;Damerau;Jaccard;Ground,truth,times;Predicted,times;RMSE;MAE
672;4;§¦¬;§¦¬;1;1;1;8027;9666,163315;;1639,163315
6720;4;§¦¬;§¦¬;1;1;1;1003;10572,78979;;9569,789788
6721;4;§¦¬;§¦¬;1;1;1;24714;55753,90058;;31039,90058
6722;4;ª¡¨¢¤ª¨¢¤ª¡§¦¬;ª¡§¦¬;0,357142857;0,357142857;0,625;121191;240937,625;;119746,625
6723;4;§¦¬;§¦¬;1;1;1;2117;24512,61644;;22395,61644
6725;4;§¦¬;§¦¬;1;1;1;26855;92955,34242;;66100,34242
6726;4;§¦¬;§¦¬;1;1;1;46351;177414,4977;;131063,4977
6727;4;§¦¬;§¦¬;1;1;1;71296;172920,3693;;101624,3693
6728;4;§¦¬;§¦¬;1;1;1;1094;8067,137097;;6973,137097
6729;4;ª¡§¦¥;ª¡§¦¬;0,8;0,8;0,666666667;45074;99657,08787;;54583,08787
673;4;ª¡§¦¬;ª¡§¦¬;1;1;1;39319;198000,5685;;158681,5685
6730;4;§¦¬;§¦¬;1;1;1;1241;9068,266421;;7827,266421
6731;4;§¦¬;§¦¬;1;1;1;3735;9000,527764;;5265,527764
6732;4;¨¢¤ª«¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;0,615384615;0,615384615;0,888888889;16795;9675,130662;;7119,869338
6734;4;§¦¬;§¦¬;1;1;1;27812;62361,1826;;34549,1826
6735;4;§£;§¦¬;0,333333333;0,333333333;0,25;40187;169034,8254;;128847,8254
6736;4;§¦¬;§¦¬;1;1;1;2545;8808,345038;;6263,345038
6737;4;§¦¬;§¦¬;1;1;1;48302;168153,2291;;119851,2291
6738;4;§¦¬;§¦¬;1;1;1;1940;8793,709133;;6853,709133
6739;4;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;6963;14408,24672;;7445,246715
674;4;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1;1;1;116624;9773,749472;;106850,2505
6740;4;§¦¬;§¦¬;1;1;1;8702;24682,34985;;15980,34985
6741;4;§¦¬;§¦¬;1;1;1;14984;24550,60385;;9566,603847
6742;4;§¦¬;§¦¬;1;1;1;37515;97874,72488;;60359,72488
6744;4;¨¢¤ª¡§¦¬;§¦¬;0,375;0,375;0,375;21482;76295,80865;;54813,80865
6745;4;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;4385;9501,436802;;5116,436802
6746;4;ª¡§¦¬;ª¡§¦¬;1;1;1;45298;136902,6319;;91604,63187
6747;4;¨¤ª©«¨©¨£;¡§¦¬;0;0;0;704;8648,685633;;7944,685633
6748;4;§¦¥;§¦¬;0,666666667;0,666666667;0,5;4474;8689,227328;;4215,227328
6749;4;§¦¬;§¦¬;1;1;1;88033;92548,3141;;4515,314103
675;4;§¦¬;§¦¬;1;1;1;3423;9545,660237;;6122,660237
6750;4;§¦¬;§¦¬;1;1;1;1155;7754,049238;;6599,049238
6751;4;¢¤ª£;¢¤ª¡§¦¬;0,428571429;0,428571429;0,375;1036;51017,26349;;49981,26349
6752;4;§¦¬;§¦¬;1;1;1;45674;174860,4373;;129186,4373
6753;4;§¦¬;§¦¨¢¤ª¡§¦¬;0,3;0,3;0,375;43850;164824,8801;;120974,8801
6754;4;§¦¬;§¦¬;1;1;1;3221;8581,229442;;5360,229442
6756;4;§¦¬;§¦¬;1;1;1;33852;82571,34285;;48719,34285
6757;4;¨¢¤ª«¨¢¤ª«©¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;0,421052632;0,421052632;0,8;77358;9319,388292;;68038,61171
6758;4;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;8261;29146,35504;;20885,35504
6759;4;§¦¬;§¦¬;1;1;1;13883;22094,81195;;8211,811951
676;4;§¦¬;§¦¬;1;1;1;11049;34272,56713;;23223,56713
6760;4;§¦¬;§¦¬;1;1;1;3416;8476,820914;;5060,820914
6761;4;ª¡§¦¬;ª¡§¦¬;1;1;1;53422;83950,32566;;30528,32566
6762;4;¨¢¤ª¡§¦¬;§¦¬;0,375;0,375;0,375;27108;24002,05106;;3105,948939
6763;4;§¦¬;§¦¬;1;1;1;15989;33449,57411;;17460,57411
6764;4;§¦¥;§¦¬;0,666666667;0,666666667;0,5;9849;24746,52925;;14897,52925
6765;4;ª¡§¦¬;ª¡§¦¬;1;1;1;44650;210615,3295;;165965,3295
6766;4;§¦¬;§¦¬;1;1;1;1578;8268,442671;;6690,442671
6767;4;§¦¬;§¦¬;1;1;1;2250;8171,337041;;5921,337041
6768;4;§¦¥;§¦¬;0,666666667;0,666666667;0,5;25202;69548,85754;;44346,85754
6769;4;§¦¬;§¦¬;1;1;1;1116;8172,574525;;7056,574525
677;4;¨¢¤ª«¨¢¤ª¡§¦¬;§¦¬;0,230769231;0,230769231;0,333333333;602986;9581,860459;;593404,1395
6770;4;§¦¬;§¦¬;1;1;1;185;8916,048124;;8731,048124
6771;4;§¦¬;§¦¨¢¤ª¡§¦¬;0,3;0,3;0,375;31960;160664,6989;;128704,6989
6773;4;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1;1;1;47669;92252,15429;;44583,15429
6774;4;§¦¬;§¦¬;1;1;1;15692;43101,70406;;27409,70406
6775;4;§¦¬;§¦¬;1;1;1;15722;42322,60315;;26600,60315
6776;4;§¦¬;§¦¨¢¤ª¡§¦¬;0,3;0,3;0,375;38991;163314,1302;;124323,1302
6777;4;§¦¬;§¦¬;1;1;1;20375;68921,41556;;48546,41556
6778;4;¨¢¤ª«¨¢¤¨¢¤ª¡§¦¥;¨¢¤ª¡§¦¬;0,4375;0,4375;0,7;171284;30005,31661;;141278,6834
6779;4;¨¢¤ª«¨¢¤ª¡¨¢¤¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;0,380952381;0,380952381;0,888888889;182563;30019,90354;;152543,0965
678;4;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;2676;10325,31507;;7649,315074
6780;4;§¦¬;§¦¬;1;1;1;6658;34300,88296;;27642,88296
6781;4;¨¢¤ª¡§¨¢¤ª¡§¦¬;§¦¬;0,214285714;0,214285714;0,375;9920;8855,72627;;1064,27373
6782;4;§¦¬;§¦¬;1;1;1;7711;8803,759793;;1092,759793
6783;4;§¦¬;§¦¬;1;1;1;21520;31983,78192;;10463,78192
6784;4;§¦¬;§¦¬;1;1;1;6567;8671,808837;;2104,808837
6785;4;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1;1;1;87771;104447,4698;;16676,4698
6786;4;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1;1;1;2555;8945,116548;;6390,116548
6787;4;§¦¥;§¦¬;0,666666667;0,666666667;0,5;38034;142325,7902;;104291,7902
6788;4;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;5612;9426,024872;;3814,024872
6789;4;§¦¬;§¦¬;1;1;1;22742;30357,99223;;7615,992231
679;4;§¦¬;§¦¬;1;1;1;1515;9466,049639;;7951,049639
6790;4;§¦¬;§¦¬;1;1;1;2609;8521,754505;;5912,754505
6791;4;§¦¬;§¦¬;1;1;1;9821;39816,52325;;29995,52325
6792;4;§¦¬;§¦¬;1;1;1;13587;28427,30211;;14840,30211
6793;4;§¦¬;§¦¨¢¤ª¡§¦¬;0,3;0,3;0,375;35979;114563,3061;;78584,30615
6794;4;§¦¬;§¦¬;1;1;1;5707;8456,183561;;2749,183561
6795;4;§¦¬;§¦¬;1;1;1;16595;23922,63103;;7327,631032
6796;4;§¦¬;§¦¬;1;1;1;11701;22880,16824;;11179,16824
6797;4;¨¢¤ª«¨¢¤ª¡§¦¬;§¦¨¢¤ª¡§¦¬;0,615384615;0,615384615;0,888888889;123656;139971,689;;16315,68897
6798;4;¨¢¤ª¡§¦¬;§¦¬;0,375;0,375;0,375;17432;9559,180423;;7872,819577
6799;4;§¦¬;§¦¬;1;1;1;22610;31280,29306;;8670,29306
680;4;§¦¬;§¦¬;1;1;1;3676;9459,988941;;5783,988941
6800;4;§¦¬;§¦¬;1;1;1;4938;8312,747484;;3374,747484
6801;4;ª¡§¦¬;ª¡§¦¬;1;1;1;11484;32075,15406;;20591,15406
6802;4;ª¡§¦¬;ª¡§¦¬;1;1;1;74108;8164,489039;;65943,51096
6803;4;§¦¬;§¦¬;1;1;1;29501;23237,62995;;6263,370048
6805;4;§¦¬;§¦¬;1;1;1;33070;92617,28976;;59547,28976
6806;4;§¦¬;§¦¬;1;1;1;32868;97228,57807;;64360,57807
6807;4;§¦¬;§¦¬;1;1;1;7048;16342,03515;;9294,035146
6808;4;§¦¬;§¦¬;1;1;1;3393;7991,426618;;4598,426618
6809;4;§¦¬;§¦¬;1;1;1;7325;8705,333365;;1380,333365
6811;4;§¦¬;§¦¬;1;1;1;4982;8500,256693;;3518,256693
6812;4;§¦¬;§¦¬;1;1;1;4295;7704,921091;;3409,921091
6813;4;§¦¬;§¦¬;1;1;1;4450;8848,659164;;4398,659164
6814;4;§¦¬;§¦¬;1;1;1;2556;8842,582867;;6286,582867
6815;4;§¦¬;§¦¬;1;1;1;2609;8750,619798;;6141,619798
6817;4;§¦¬;§¦¬;1;1;1;6142;7983,074628;;1841,074628
6818;4;§¦¬;§¦¬;1;1;1;2101;7971,645613;;5870,645613
6819;4;§¦¬;§¦¬;1;1;1;16350;7704,078165;;8645,921835
682;4;§¦¬;§¦¬;1;1;1;290;9439,746872;;9149,746872
6820;4;§¦¬;§¦¬;1;1;1;3562;7614,758624;;4052,758624
6823;4;«¨¢¤ª¡§¦¬;§¦¬;0,333333333;0,333333333;0,333333333;58813;90769,10189;;31956,10189
6824;4;§¦¬;§¦¬;1;1;1;241;8880,024685;;8639,024685
6825;4;¢¤ª«¨¢¤ª¡§¦¬;¢¤ª¡§¦¬;0,583333333;0,583333333;0,777777778;348539;101945,6982;;246593,3018
6826;4;§¦¬;§¦¬;1;1;1;16203;33964,20454;;17761,20454
6827;4;§¦¬;§¦¬;1;1;1;3237;8945,482812;;5708,482812
6828;4;§¦¬;§¦¬;1;1;1;10341;8836,410198;;1504,589802
6829;4;§¦¥;§¦¬;0,666666667;0,666666667;0,5;18794;41683,95005;;22889,95005
683;4;§¦¬;§¦¬;1;1;1;40234;164601,4033;;124367,4033
6830;4;ª¡§¦¬;ª¡§¦¬;1;1;1;51414;115392,4317;;63978,43169
6831;4;£;§¦¨¢¤ª¡§¦¬;0;0;0;17256;128132,4774;;110876,4774
6832;4;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;4403;9380,154522;;4977,154522
6834;4;§¦¬;§¦¬;1;1;1;30639;92346,60357;;61707,60357
6835;4;§¦¬;§¦¬;1;1;1;2378;8730,265153;;6352,265153
6837;4;§¦¬;§¦¬;1;1;1;30292;80432,04075;;50140,04075
6838;4;§¦¬;§¦¬;1;1;1;18117;20610,30151;;2493,301511
6839;4;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;2048;9339,742694;;7291,742694
6841;4;§¦¬;§¦¬;1;1;1;25432;132299,4796;;106867,4796
6842;4;§¦¬;§¦¬;1;1;1;2259;8648,646697;;6389,646697
6843;4;§¦¬;§¦¬;1;1;1;4235;8637,115748;;4402,115748
6844;4;£;§¦¨¢¤ª¡§¦¬;0;0;0;9297;138640,9277;;129343,9277
6845;4;§¦¬;§¦¬;1;1;1;4709;6660,397595;;1951,397595
6846;4;§¦¬;§¦¬;1;1;1;2714;8552,033327;;5838,033327
6847;4;¨¢¤ª«¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;0,615384615;0,615384615;0,888888889;8802;29149,90861;;20347,90861
6848;4;§¦¬;§¦¬;1;1;1;14172;40594,93516;;26422,93516
6849;4;§¦¬;§¦¬;1;1;1;24590;84733,67312;;60143,67312
685;4;§¦¬;§¦¬;1;1;1;6520;8934,047388;;2414,047388
6850;4;¨¢¤ª¨¢¤ª¡§¦¬;§¦¬;0,25;0,25;0,375;28259;44610,25366;;16351,25366
6851;4;§¦¬;§¦¬;1;1;1;46582;143237,9455;;96655,94548
6852;4;§¦¬;§¦¬;1;1;1;19813;22834,05242;;3021,05242
6853;4;¨¢¤ª«¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;0,615384615;0,615384615;0,888888889;7125;9209,526683;;2084,526683
6854;4;£;§¦¬;0;0;0;4438;45308,27553;;40870,27553
6855;4;¨¢¤ª¡§¦¬;§¦¬;0,375;0,375;0,375;17269;22271,96373;;5002,963729
6856;4;§¦¬;§¦¬;1;1;1;18777;21358,52166;;2581,521661
6857;4;§¦¬;§¦¬;1;1;1;2572;8104,242397;;5532,242397
6858;4;§¦¬;§¦¬;1;1;1;28782;74523,75786;;45741,75786
6859;4;§¦¬;§¦¬;1;1;1;2450;8093,56429;;5643,56429
686;4;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;17878;9656,338653;;8221,661347
6860;4;§¦¬;§¦¬;1;1;1;73828;172929,5274;;99101,52743
6861;4;§¦¬;§¦¬;1;1;1;2924;7731,009831;;4807,009831
6862;4;§¦¬;§¦¨¢¤ª¡§¦¬;0,3;0,3;0,375;47196;159974,4765;;112778,4765
6863;4;§¦¬;§¦¬;1;1;1;4432;8067,001305;;3635,001305
6864;4;§¦¬;§¦¬;1;1;1;9366;7369,14727;;1996,85273
6865;4;§¦¬;§¦¬;1;1;1;1798;7770,072688;;5972,072688
6866;4;§¦¬;§¦¬;1;1;1;2637;7744,749243;;5107,749243
6867;4;§¦¬;§¦¬;1;1;1;21341;69862,9009;;48521,9009
6868;4;§¦¬;§¦¬;1;1;1;31076;64296,18615;;33220,18615
6869;4;§¦¬;§¦¬;1;1;1;4116;8840,150583;;4724,150583
687;4;§¦¬;§¦¬;1;1;1;26740;82125,03778;;55385,03778
6870;4;§¦¬;§¦¬;1;1;1;3454;8770,008542;;5316,008542
6871;4;§¦¬;§¦¬;1;1;1;11158;8809,879862;;2348,120138
6872;4;§¦¥;§¦¬;0,666666667;0,666666667;0,5;66518;168163,5027;;101645,5027
6873;4;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1;1;1;2485;9189,345799;;6704,345799
6874;4;ª¡§¦¥;ª¡§¦¬;0,8;0,8;0,666666667;15645;39169,69894;;23524,69894
6875;4;ª¡§¦¬;ª¡§¦¬;1;1;1;16922;39142,0738;;22220,0738
6876;4;§¦¬;§¦¬;1;1;1;22634;83364,78269;;60730,78269
6877;4;§¦¬;§¦¬;1;1;1;3060;8707,192493;;5647,192493
6878;4;§¦¬;§¦¬;1;1;1;25050;73789,16261;;48739,16261
6879;4;§¦¬;§¦¬;1;1;1;18974;79877,89014;;60903,89014
688;4;§¦¬;§¦¬;1;1;1;41603;146672,6822;;105069,6822
6881;4;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;4350;9300,785037;;4950,785037
6882;4;§¦¬;§¦¬;1;1;1;11404;24751,559;;13347,559
6884;4;§¦¬;§¦¬;1;1;1;36721;36775,57182;;54,57181933
6885;4;§¦¬;§¦¬;1;1;1;16438;34173,56501;;17735,56501
6886;4;§¦¬;§¦¬;1;1;1;16129;16749,90046;;620,9004624
6887;4;¨¢¤ª¡¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;0,615384615;0,615384615;1;51791;46231,13948;;5559,860519
6888;4;§¦¬;§¦¬;1;1;1;1805;8474,673635;;6669,673635
6889;4;¤ª¡§¦¬;¤ª¡§¦¬;1;1;1;173316;23587,64645;;149728,3536
6890;4;§¦¬;§¦¬;1;1;1;28515;88679,50955;;60164,50955
6891;4;§¦¥;§¦¬;0,666666667;0,666666667;0,5;18485;38613,84168;;20128,84168
6892;4;§¦¬;§¦¬;1;1;1;2855;8423,340652;;5568,340652
6893;4;§¦¬;§¦¬;1;1;1;12941;60317,94792;;47376,94792
6894;4;§¦¬;§¦¬;1;1;1;19025;41771,18507;;22746,18507
6895;4;§¦¬;§¦¬;1;1;1;48522;165556,9075;;117034,9075
6896;4;§¦¬;§¦¬;1;1;1;23376;21603,77292;;1772,227081
6897;4;¨¢¤ª«¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;0,615384615;0,615384615;0,888888889;1213;9109,565794;;7896,565794
6898;4;§¦¥;§¦¬;0,666666667;0,666666667;0,5;9746;24806,98339;;15060,98339
6899;4;§¦¬;§¦¬;1;1;1;36136;137027,1438;;100891,1438
69;4;¨¢¤ª¡§¦¬;§¦¬;0,375;0,375;0,375;606016;9450,277943;;596565,7221
690;4;§¦¬;§¦¬;1;1;1;2092;9643,260788;;7551,260788
6900;4;«¨¢¤ª¡§¦¥;§¦¬;0,222222222;0,222222222;0,2;142307;79786,54678;;62520,45322
6901;4;§¦¬;§¦¬;1;1;1;43256;171325,4886;;128069,4886
6902;4;§¦¬;§¦¬;1;1;1;15184;27408,0821;;12224,0821
6903;4;§¦¬;§¦¬;1;1;1;6502;8066,496469;;1564,496469
6904;4;§¦¬;§¦¨¢¤ª¡§¦¬;0,3;0,3;0,375;35477;136655,6237;;101178,6237
6905;4;¨¢¤ª¡§¦¥;¨¢¤ª¡§¦¬;0,875;0,875;0,777777778;50420;47031,23385;;3388,766153
6906;4;§¦¬;§¦¬;1;1;1;12429;28076,96372;;15647,96372
6907;4;§¨¢¤¨¢¤ª«¨¢¤ª¡§¦¬;§¦¨¢¤ª¡§¦¬;0,529411765;0,529411765;0,888888889;98045;136434,2535;;38389,25353
6908;4;§¦¬;§¦¬;1;1;1;5563;9569,939667;;4006,939667
6909;4;§¦¬;§¦¬;1;1;1;2500;8651,477167;;6151,477167
691;4;§¦¬;§¦¬;1;1;1;19391;68152,38188;;48761,38188
6910;4;§¦¬;§¦¬;1;1;1;5177;8519,209766;;3342,209766
6911;4;§¦¬;§¦¬;1;1;1;5760;8530,328744;;2770,328744
6912;4;§¦¬;§¦¬;1;1;1;8031;8366,004408;;335,0044078
6913;4;§¦¬;§¦¬;1;1;1;4076;8126,335614;;4050,335614
6914;4;§¦¬;§¦¬;1;1;1;3977;8442,300497;;4465,300497
6915;4;§¦¬;§¦¬;1;1;1;3764;8191,194466;;4427,194466
6916;4;§¦¬;§¦¬;1;1;1;5247;7744,732919;;2497,732919
6917;4;§¦¬;§¦¬;1;1;1;1636;22570,47844;;20934,47844
6919;4;§¦¬;§¦¬;1;1;1;3658;7596,5752;;3938,5752
692;4;§¦¬;§¦¬;1;1;1;3056;9573,74559;;6517,74559
6920;4;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;51133;20282,974;;30850,026
6921;4;¨¢¤¨¢¤ª¡§¦¬;§¦¬;0,272727273;0,272727273;0,375;39723;79815,32089;;40092,32089
6922;4;§¦¬;§¦¨¢¤ª¡§¦¬;0,3;0,3;0,375;37002;129835,3831;;92833,38311
6923;4;§¦¬;§¦¬;1;1;1;2704;7960,176454;;5256,176454
6924;4;§¦¬;§¦¬;1;1;1;1727;7892,214822;;6165,214822
6925;4;§¦¬;§¦¬;1;1;1;23525;76628,35164;;53103,35164
6926;4;¤ª¡§¦¬;¤ª¡§¦¬;1;1;1;11731;23930,37758;;12199,37758
6927;4;¤ª¡§¦¬;¤ª¡§¦¬;1;1;1;2346;14080,56576;;11734,56576
6928;4;§¦¬;§¦¬;1;1;1;2226;7585,777866;;5359,777866
693;4;§¦¬;§¦¬;1;1;1;31320;86938,58015;;55618,58015
6930;4;«¨¢¤ª¡§¦¬;§¦¨¢¤ª¡§¦¬;0,8;0,8;0,888888889;40422;136129,7553;;95707,75526
6931;4;§¦¬;§¦¬;1;1;1;2879;7589,636994;;4710,636994
6932;4;§¦¬;§¦¬;1;1;1;27926;93741,9507;;65815,9507
6933;4;§¦¥;§¦¬;0,666666667;0,666666667;0,5;2123;7116,031084;;4993,031084
6934;4;§¦¬;§¦¬;1;1;1;2432;6974,10081;;4542,10081
6935;4;§¦¥;§¦¬;0,666666667;0,666666667;0,5;3847;25666,06975;;21819,06975
6936;4;¨¢¤ª¡¨¢¤ª«¨¢¤ª¡§¦¥;¨¢¤ª¡§¦¬;0,388888889;0,388888889;0,7;50446;47985,99645;;2460,003551
6937;4;§¦¬;§¦¬;1;1;1;3316;6738,651845;;3422,651845
6938;4;§¦¬;§¦¬;1;1;1;631;6471,098423;;5840,098423
6939;4;£;§¦¬;0;0;0;4628;18966,50095;;14338,50095
694;4;§¦¬;§¦¬;1;1;1;31394;64918,33672;;33524,33672
6940;4;§¦¬;§¦¬;1;1;1;33182;102671,5356;;69489,53557
6941;4;§¦¬;§¦¬;1;1;1;49402;52457,32607;;3055,326066
6942;4;§¦¬;§¦¬;1;1;1;1357;22689,68466;;21332,68466
6943;4;¤¨¢¤ª¡§¦¬;¤ª¡§¦¬;0,666666667;0,666666667;0,75;6601;6932,663952;;331,6639523
6944;4;§£;§¦¬;0,333333333;0,333333333;0,25;9920;27649,99128;;17729,99128
6945;4;¨¢¤ª¡«¨¢¤«¨£;§¦¨¢¤ª¡§¦¬;0,25;0,25;0,5;185451;133286,4733;;52164,52675
6946;4;§¦¬;§¦¬;1;1;1;2877;7352,793108;;4475,793108
6947;4;§¦¬;§¦¬;1;1;1;13927;30572,81146;;16645,81146
6948;4;§¦¬;§¦¬;1;1;1;2729;7503,088068;;4774,088068
6949;4;¨¢¤ª¡«¨¢¤ª«¨¢¤ª¡«©¨¢¤ª«©¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;0,25;0,25;0,8;219897;36072,91343;;183824,0866
695;4;§¦¬;§¦¬;1;1;1;30796;9521,657227;;21274,34277
6950;4;§¦¥;§¦¬;0,666666667;0,666666667;0,5;9155;21339,94174;;12184,94174
6951;4;§¦¬;§¦¬;1;1;1;45072;91062,95735;;45990,95735
6952;4;§¦¬;§¦¬;1;1;1;8812;31156,55867;;22344,55867
6953;4;§¦¬;§¦¬;1;1;1;42624;140641,4995;;98017,49949
6954;4;¤ª¡§¦¬;¤ª¡§¦¬;1;1;1;5008;27547,52;;22539,52
6955;4;§¦¬;§¦¬;1;1;1;37090;6418,180556;;30671,81944
6957;4;§¦¬;§¦¬;1;1;1;21851;87736,70982;;65885,70982
6958;4;§¦¬;§¦¬;1;1;1;3780;6421,497241;;2641,497241
6959;4;§¦¬;§¦¬;1;1;1;4350;19412,38995;;15062,38995
696;4;§¦¬;§¦¬;1;1;1;24255;72914,8036;;48659,8036
6960;4;§¦¬;§¦¬;1;1;1;4178;6368,500413;;2190,500413
6961;4;§¦¬;§¦¬;1;1;1;16972;61668,51405;;44696,51405
6963;4;§¦¬;§¦¨¢¤ª¡§¦¬;0,3;0,3;0,375;47420;133031,475;;85611,47496
6964;4;¨¢¤ª¡§¦¬;§¦¬;0,375;0,375;0,375;5282;29771,07018;;24489,07018
6965;4;¤ª¡§¦¬;¤ª¡§¦¬;1;1;1;1739;6050,654153;;4311,654153
6966;4;«¨¢¤ª¡§¦¬;§¦¬;0,333333333;0,333333333;0,333333333;75690;135971,4832;;60281,48316
6967;4;§¦¬;§¦¬;1;1;1;1094;7814,181612;;6720,181612
6968;4;«¨¢¤ª¡§¦¬;§¦¬;0,333333333;0,333333333;0,333333333;3659;6095,448445;;2436,448445
6969;4;¤¨¢¤ª¡§¦¨¢¤ª¡§¦¬;¤ª¡§¦¬;0,375;0,375;0,75;82182;14212,42518;;67969,57482
697;4;¢¤ª¡«¨¢¤ª¡§¦¬;¢¤ª¡§¦¬;0,538461538;0,538461538;0,777777778;91446;13946,63282;;77499,36718
6970;4;§¦¬;§¦¬;1;1;1;1571;7692,88204;;6121,88204
6971;4;§¦¬;§¦¬;1;1;1;4045;7537,818884;;3492,818884
6972;4;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1;1;1;2046;8570,647344;;6524,647344
6973;4;§¦¬;§¦¨¢¤ª¡§¦¬;0,3;0,3;0,375;40906;130399,9884;;89493,98836
6974;4;§¦¥;§¦¬;0,666666667;0,666666667;0,5;8564;20277,69444;;11713,69444
6975;4;§¦¬;§¦¨¢¤ª¡§¦¬;0,3;0,3;0,375;28463;134350,3547;;105887,3547
6976;4;§¦¬;§¦¬;1;1;1;3593;6623,910674;;3030,910674
6977;4;«¨¢¤ª¡§¦¥;§¦¬;0,222222222;0,222222222;0,2;26530;21304,99279;;5225,007209
6978;4;§¦¬;§¦¬;1;1;1;4871;7959,949489;;3088,949489
6979;4;§¦¬;§¦¨¢¤ª¡§¦¬;0,3;0,3;0,375;31901;135301,0655;;103400,0655
698;4;§¦¬;§¦¬;1;1;1;7677;9361,260216;;1684,260216
6980;4;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1;1;1;19741;10864,55686;;8876,443139
6981;4;¨¢¨¢¤ª¡¨¢¤ª¡§¦¬;§¦¬;0,2;0,2;0,375;32054;50168,65451;;18114,65451
6982;4;§¦¬;§¦¬;1;1;1;37678;86370,36014;;48692,36014
6983;4;«¨¢¤ª¡§¦¬;§¦¬;0,333333333;0,333333333;0,333333333;50919;166728,393;;115809,393
6984;4;§¦¬;§¦¬;1;1;1;21701;10437,31296;;11263,68704
6985;4;§¦¬;§¦¬;1;1;1;12601;19833,55671;;7232,556709
6986;4;§¦¬;§¦¬;1;1;1;2015;6316,987261;;4301,987261
6987;4;§¦¬;§¦¬;1;1;1;45152;77120,49648;;31968,49648
6988;4;§¦¬;§¦¬;1;1;1;6262;20826,51107;;14564,51107
6989;4;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;26167;17174,37569;;8992,624315
699;4;§¦¬;§¦¬;1;1;1;17066;53821,21843;;36755,21843
6990;4;§¦¬;§¦¬;1;1;1;1175;7357,503141;;6182,503141
6991;4;¨£;¨¢¤ª¡§¦¬;0,125;0,125;0,111111111;215;10564,93381;;10349,93381
6992;4;¤¨¢¤ª¡§¦¬;¤ª¡§¦¬;0,666666667;0,666666667;0,75;16561;22848,61952;;6287,619523
6993;4;¨¢¤ª¡§¦¥;¨¢¤ª¡§¦¬;0,875;0,875;0,777777778;4058;8890,576312;;4832,576312
6994;4;§¦¬;§¦¬;1;1;1;11743;9498,633176;;2244,366824
6995;4;§¦¬;§¦¬;1;1;1;6426;6821,457967;;395,4579667
6996;4;§¦¬;§¦¬;1;1;1;25230;97395,53445;;72165,53445
6997;4;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;32453;12805,365;;19647,635
6998;4;§¦¬;§¦¬;1;1;1;1284;7582,334095;;6298,334095
6999;4;§¦¬;§¦¨¢¤ª¡§¦¬;0,3;0,3;0,375;37628;132614,0845;;94986,0845
700;4;ª¡§¦¬;ª¡§¦¬;1;1;1;44381;82872,39045;;38491,39045
7000;4;§¦¬;§¦¬;1;1;1;1079;7213,428854;;6134,428854
7001;4;§¦¬;§¦¬;1;1;1;3369;6817,905006;;3448,905006
7002;4;§£;§¦¬;0,333333333;0,333333333;0,25;41581;94358,37781;;52777,37781
7003;4;§¦¬;§¦¬;1;1;1;13479;24591,36259;;11112,36259
7004;4;§¦¬;§¦¬;1;1;1;25922;86399,85783;;60477,85783
7005;4;§¦¬;§¦¬;1;1;1;11817;7400,948704;;4416,051296
7006;4;§¦¬;§¦¬;1;1;1;8412;7366,81148;;1045,18852
7007;4;§¦¬;§¦¬;1;1;1;1476;7370,012808;;5894,012808
7008;4;§¦¬;§¦¬;1;1;1;17324;6839,272225;;10484,72777
7009;4;§¦¬;§¦¬;1;1;1;13586;24622,39728;;11036,39728
701;4;§¦¬;§¦¬;1;1;1;46211;170032,1581;;123821,1581
7010;4;§¦¬;§¦¬;1;1;1;3285;7557,133988;;4272,133988
7011;4;§¦¬;§¦¬;1;1;1;1965;7211,089073;;5246,089073
